name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;832;0;1132;3069;1670;3069;1393;0
header;144;158;144;187;1768;187;1768;158
A;945;227;945;254;967;254;967;227
B;1121;400;1121;426;1139;426;1139;400
A;1343;689;1343;701;1350;701;1350;689
B;896;809;896;835;933;835;933;809
B;951;903;951;930;971;930;971;903
B;1089;1318;1089;1337;1103;1337;1103;1318
B;1202;2043;1202;2061;1217;2061;1217;2043
B;1061;2181;1061;2199;1077;2199;1077;2181
A;1467;2315;1467;2331;1475;2331;1475;2315
B;1139;2452;1139;2467;1147;2467;1147;2452
A;1293;2827;1293;2839;1300;2839;1300;2827
