name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;561;0;584;3071;976;3071;953;0
header;71;110;71;156;1717;156;1717;110
A;611;153;611;154;613;154;613;153
A;891;183;891;211;912;211;912;183
A;906;696;906;696;906;696;906;696
B;887;863;887;892;908;892;908;863
A;774;1545;774;1553;782;1553;782;1545
C;890;1562;890;1589;910;1589;910;1562
A;869;1729;869;1736;876;1736;876;1729
B;596;2230;596;2273;627;2273;627;2230
B;770;2232;770;2274;797;2274;797;2232
D;710;2327;710;2357;732;2357;732;2327
A;678;2328;678;2358;701;2358;701;2328
D;896;2491;896;2519;917;2519;917;2491
